ангстремы	R	G_1	G_2	B
4827.096267	-172.000922	-98.792553	-102.224864	-61.127516
4827.126977	-171.993349	-98.742598	-102.200113	-61.073784
4827.157687	-172.001584	-98.657870	-102.192750	-61.015313
4827.188398	-172.017721	-98.603178	-102.155354	-60.934716
4827.219109	-172.027535	-98.553231	-102.125864	-60.855703
4827.249822	-172.002576	-98.549123	-102.105859	-60.735600
4827.280535	-171.961813	-98.554498	-102.093757	-60.560184
4827.311249	-171.883119	-98.607288	-102.094300	-60.395841
4827.341964	-171.804430	-98.704327	-102.085359	-60.233087
4827.372679	-171.733647	-98.798200	-102.106447	-60.065599
4827.403396	-171.672349	-98.841496	-102.124373	-59.939210
4827.434113	-171.598412	-98.843702	-102.121754	-59.830211
4827.464831	-171.519737	-98.896477	-102.098591	-59.710155
4827.495550	-171.437906	-98.909743	-102.121256	-59.618549
4827.526269	-171.359239	-98.940390	-102.159722	-59.575935
4827.556989	-171.326401	-98.929952	-102.195026	-59.582308
4827.587710	-171.274603	-98.903712	-102.189244	-59.643984
4827.618432	-171.270210	-98.841132	-102.175562	-59.705658
4827.649155	-171.250016	-98.759595	-102.146081	-59.699386
4827.679878	-171.237723	-98.651202	-102.119761	-59.675735
4827.710603	-171.228591	-98.541234	-102.057103	-59.566767
4827.741328	-171.249477	-98.454970	-101.962849	-59.524161
4827.772054	-171.240345	-98.311836	-101.890719	-59.478397
4827.802780	-171.239112	-98.201885	-101.805954	-59.451594
4827.833508	-171.229980	-98.072982	-101.714874	-59.374239
4827.864236	-171.190832	-97.980420	-101.625378	-59.281090
4827.894965	-171.154847	-97.884703	-101.591176	-59.186366
4827.925695	-171.085689	-97.806368	-101.544339	-59.026880
4827.956425	-171.065504	-97.737514	-101.505403	-58.949543
4827.987156	-171.035842	-97.700255	-101.441195	-58.870631
4828.017889	-170.991965	-97.689851	-101.392785	-58.861223
4828.048622	-170.943352	-97.685766	-101.391763	-58.791794
4828.079355	-170.938966	-97.669044	-101.363891	-58.746060
4828.110090	-170.925104	-97.639688	-101.301272	-58.689273
4828.140825	-170.915981	-97.600857	-101.205489	-58.667235
4828.171561	-170.922651	-97.532020	-101.079703	-58.643619
4828.202298	-170.943535	-97.488456	-100.922337	-58.580521
4828.233036	-170.972314	-97.424363	-100.802881	-58.582177
4828.263774	-170.972665	-97.374486	-100.686591	-58.585411
4828.294513	-170.990387	-97.315137	-100.605048	-58.621809
4828.325253	-171.011266	-97.268424	-100.521930	-58.615567
4828.355994	-171.011615	-97.221713	-100.441974	-58.633012
4828.386736	-170.999332	-97.266591	-100.368339	-58.629929
4828.417478	-170.988628	-97.289360	-100.335762	-58.628425
4828.448221	-170.977925	-97.337391	-100.330030	-58.609551
4828.478965	-170.940380	-97.416998	-100.344824	-58.568574
4828.509710	-170.923362	-97.521864	-100.354880	-58.597070
4828.540456	-170.930028	-97.640934	-100.338095	-58.608197
4828.571202	-170.936694	-97.741053	-100.314996	-58.609851
4828.601949	-170.919677	-97.831693	-100.250849	-58.568878
4828.632697	-170.929500	-97.908119	-100.226174	-58.564217
4828.663446	-170.939322	-97.962440	-100.182556	-58.526404
4828.694195	-170.952301	-97.929932	-100.129468	-58.480700
4828.724945	-170.977908	-97.905318	-100.074804	-58.419211
4828.755696	-170.987727	-97.899648	-100.028035	-58.356148
4828.786448	-171.025960	-97.867144	-99.981269	-58.297822
4828.817201	-171.032620	-97.777815	-99.962918	-58.196881
4828.847954	-171.018760	-97.709010	-99.944568	-58.077003
4828.878709	-170.992273	-97.630738	-99.935690	-57.930298
4828.909464	-170.978415	-97.555627	-99.971006	-57.829373
4828.940219	-170.931412	-97.488412	-99.974754	-57.709514
4828.970976	-170.903350	-97.433826	-99.972188	-57.627539
4829.001733	-170.870555	-97.413964	-100.004344	-57.583447
4829.032492	-170.825136	-97.375165	-100.028607	-57.498324
4829.063251	-170.808126	-97.284288	-100.022883	-57.436877
4829.094010	-170.781649	-97.196572	-100.053457	-57.422778
4829.124771	-170.772531	-97.118329	-100.063514	-57.396055
4829.155532	-170.769726	-96.983279	-100.083038	-57.402472
4829.186294	-170.801637	-96.857705	-100.115186	-57.429403
4829.217057	-170.816189	-96.733715	-100.117350	-57.437397
4829.247821	-170.838629	-96.554503	-100.130559	-57.437500
4829.278585	-170.868958	-96.362678	-100.161125	-57.421825
4829.309351	-170.899284	-96.164551	-100.147509	-57.365126
4829.340117	-170.973788	-96.015346	-100.113382	-57.368387
4829.370884	-171.023044	-95.892970	-100.101346	-57.327470
4829.401651	-171.095963	-95.791112	-100.040400	-57.236068
4829.432420	-171.175188	-95.725545	-99.988924	-57.149403
4829.463189	-171.240211	-95.702579	-99.937450	-57.042234
4829.493959	-171.268945	-95.684346	-99.859159	-56.935070
4829.524730	-171.311875	-95.681889	-99.806113	-56.805825
4829.555501	-171.353226	-95.726759	-99.760958	-56.697095
4829.586274	-171.361447	-95.790556	-99.703185	-56.591525
4829.617047	-171.344428	-95.878012	-99.686428	-56.503313
4829.647821	-171.228034	-95.944956	-99.688601	-56.415105
4829.678596	-171.141615	-96.021361	-99.673423	-56.371068
4829.709371	-171.018922	-96.083567	-99.678751	-56.353847
4829.740147	-170.859957	-96.134727	-99.677769	-56.387101
4829.770925	-170.696269	-96.163804	-99.667324	-56.414044
4829.801702	-170.554670	-96.175530	-99.650570	-56.399978
4829.832481	-170.420963	-96.146249	-99.592811	-56.426918
4829.863261	-170.312498	-96.115393	-99.509821	-56.479092
4829.894041	-170.232425	-96.082960	-99.425258	-56.504452
4829.924822	-170.194936	-96.020566	-99.340699	-56.526657
4829.955604	-170.248916	-95.951866	-99.251413	-56.542553
4829.986387	-170.249275	-95.867401	-99.163709	-56.545832
4830.017170	-170.274866	-95.781362	-99.063394	-56.536496
4830.047954	-170.319377	-95.670098	-98.958353	-56.475122
4830.078739	-170.395422	-95.612452	-98.861201	-56.412176
4830.109525	-170.476194	-95.569001	-98.830281	-56.402843
4830.140312	-170.528580	-95.558663	-98.849818	-56.373013
4830.171099	-170.562043	-95.560939	-98.883544	-56.303767
4830.201887	-170.575007	-95.564792	-98.925152	-56.314934
4830.232676	-170.572203	-95.546572	-98.939954	-56.330831
4830.263466	-170.528408	-95.534659	-98.970522	-56.327808
4830.294257	-170.512993	-95.513287	-99.031043	-56.316902
4830.325048	-170.475508	-95.493492	-99.085255	-56.293385
4830.355840	-170.469554	-95.491040	-99.148922	-56.271445
4830.386633	-170.439953	-95.455483	-99.182634	-56.293647
4830.417427	-170.394590	-95.419927	-99.169052	-56.325305
4830.448221	-170.383909	-95.378068	-99.122368	-56.361691
4830.479017	-170.363770	-95.318871	-99.044159	-56.391770
4830.509813	-170.351513	-95.243915	-98.975412	-56.346186
4830.540610	-170.339257	-95.236740	-98.922431	-56.276961
4830.571407	-170.358526	-95.235870	-98.853690	-56.223502
4830.602206	-170.406163	-95.247610	-98.773920	-56.168469
4830.633005	-170.474288	-95.271958	-98.725676	-56.132352
4830.663805	-170.495127	-95.296304	-98.639609	-56.138790
4830.694606	-170.547485	-95.297009	-98.603979	-56.126316
4830.725407	-170.598265	-95.292985	-98.527375	-56.064987
4830.756210	-170.641161	-95.301569	-98.463382	-55.946927
4830.787013	-170.693511	-95.329064	-98.429335	-55.888757
4830.817817	-170.755314	-95.380195	-98.396865	-55.847925
4830.848622	-170.787172	-95.396655	-98.351791	-55.848066
4830.879428	-170.781209	-95.420993	-98.306718	-55.863966
4830.910234	-170.754762	-95.461087	-98.236436	-55.906652
4830.941041	-170.695227	-95.472817	-98.156703	-55.950911
4830.971849	-170.675085	-95.481394	-98.135274	-55.968382
4831.002658	-170.631311	-95.502576	-98.087060	-55.938583
4831.033467	-170.578085	-95.548966	-98.134959	-55.941873
4831.064278	-170.501228	-95.590627	-98.167100	-56.027091
4831.095089	-170.430677	-95.608653	-98.246505	-56.027227
4831.125901	-170.352252	-95.617225	-98.307000	-56.047845
4831.156713	-170.328971	-95.633674	-98.402151	-56.084215
4831.187527	-170.327746	-95.648546	-98.472090	-56.092227
4831.218341	-170.315494	-95.655541	-98.567232	-56.056128
4831.249156	-170.366254	-95.711370	-98.648191	-56.027908
4831.279972	-170.369754	-95.790825	-98.716543	-55.954007
4831.310789	-170.354351	-95.878152	-98.772291	-55.916339
4831.341606	-170.365726	-95.954448	-98.746125	-55.848745
4831.372425	-170.402303	-96.013413	-98.745164	-55.743351
4831.403244	-170.434153	-96.100727	-98.667022	-55.658439
4831.434063	-170.453400	-96.154960	-98.562108	-55.564080
4831.464884	-170.431695	-96.188715	-98.438300	-55.372075
4831.495706	-170.408417	-96.194119	-98.352297	-55.198980
4831.526528	-170.380415	-96.191647	-98.274173	-55.030619
4831.557351	-170.292568	-96.134055	-98.207077	-54.860691
4831.588175	-170.240947	-96.015045	-98.135260	-54.750616
4831.618999	-170.195628	-95.892892	-98.094943	-54.676768
4831.649825	-170.147161	-95.743974	-98.087699	-54.631269
4831.680651	-170.095547	-95.607662	-98.066282	-54.615693
4831.711478	-170.040787	-95.428839	-98.088957	-54.653657
4831.742305	-169.998626	-95.294117	-98.166744	-54.685320
4831.773134	-169.943870	-95.171997	-98.216184	-54.783116
4831.803963	-169.867073	-95.026266	-98.260897	-54.833669
4831.834793	-169.813898	-94.866371	-98.270969	-54.931456
4831.865624	-169.796938	-94.704909	-98.270018	-55.010344
4831.896456	-169.786277	-94.606434	-98.262770	-55.082929
4831.927289	-169.816551	-94.517410	-98.250798	-55.119300
4831.958122	-169.820060	-94.466176	-98.196319	-55.155668
4831.988956	-169.825142	-94.392904	-98.143417	-55.133785
4832.019791	-169.830223	-94.347972	-98.076349	-55.089862
4832.050627	-169.841602	-94.273132	-97.971503	-55.031773
4832.081463	-169.919096	-94.210890	-97.906017	-55.009894
4832.112300	-170.013902	-94.221062	-97.848405	-55.052557
4832.143138	-170.111851	-94.257994	-97.804963	-55.057439
4832.173977	-170.205073	-94.331128	-97.781986	-55.062321
4832.204817	-170.280975	-94.393239	-97.763733	-55.049887
4832.235657	-170.311227	-94.447478	-97.732888	-55.020140
4832.266499	-170.385548	-94.454494	-97.768152	-55.001413
4832.297341	-170.442553	-94.489841	-97.789248	-55.047217
4832.328183	-170.501128	-94.544072	-97.789882	-55.061541
4832.359027	-170.551830	-94.636073	-97.804681	-55.101046
4832.389871	-170.533282	-94.721774	-97.792725	-55.131106
4832.420717	-170.527326	-94.764979	-97.777621	-55.161164
4832.451563	-170.530811	-94.806607	-97.792419	-55.199089
4832.482409	-170.516986	-94.824628	-97.811937	-55.285797
4832.513257	-170.468541	-94.819044	-97.814144	-55.388236
4832.544105	-170.448424	-94.821328	-97.811630	-55.514275
4832.574954	-170.388968	-94.847214	-97.785513	-55.602541
4832.605804	-170.334236	-94.876247	-97.781426	-55.682935
4832.636655	-170.273212	-94.867514	-97.818249	-55.786927
4832.667507	-170.210618	-94.847768	-97.859791	-55.861018
4832.698359	-170.198376	-94.823302	-97.902904	-55.883183
4832.729212	-170.195574	-94.806705	-97.938149	-55.850279
4832.760066	-170.153440	-94.771228	-97.945071	-55.839404
4832.790921	-170.103441	-94.782951	-97.885915	-55.748291
4832.821776	-170.138399	-94.810406	-97.855081	-55.649318
4832.852632	-170.152904	-94.817408	-97.835260	-55.548776
4832.883490	-170.195725	-94.840141	-97.788696	-55.471836
4832.914347	-170.236970	-94.861300	-97.710673	-55.360292
4832.945206	-170.301809	-94.871446	-97.627934	-55.244034
4832.976066	-170.361925	-94.869007	-97.559357	-55.165535
4833.006926	-170.389005	-94.861849	-97.526962	-55.080748
4833.037787	-170.376760	-94.864129	-97.474120	-55.030570
4833.068649	-170.377099	-94.858545	-97.422854	-54.941072
4833.099511	-170.386875	-94.832513	-97.467535	-54.901911
4833.130375	-170.332163	-94.806482	-97.488622	-54.842305
4833.161239	-170.296328	-94.783599	-97.525436	-54.779556
4833.192104	-170.235331	-94.746561	-97.595275	-54.719955
4833.222970	-170.201073	-94.676499	-97.721728	-54.685522
4833.253836	-170.133790	-94.666201	-97.804140	-54.669961
4833.284704	-170.085382	-94.643323	-97.855095	-54.629240
4833.315572	-170.051129	-94.614155	-97.855724	-54.610537
4833.346441	-170.042039	-94.556683	-97.876796	-54.576109
4833.377311	-170.015652	-94.547962	-97.893150	-54.576279
4833.408181	-170.012853	-94.490495	-97.838741	-54.552861
4833.439053	-170.035213	-94.407871	-97.800060	-54.542023
4833.469925	-170.032413	-94.351982	-97.714208	-54.488732
4833.500798	-170.040620	-94.316537	-97.598487	-54.427582
4833.531672	-170.018952	-94.321973	-97.434029	-54.339705
4833.562546	-170.017725	-94.299108	-97.305742	-54.215671
4833.593422	-169.999203	-94.273100	-97.216768	-54.083782
4833.624298	-169.975965	-94.256526	-97.146664	-53.959761
4833.655175	-169.944868	-94.249386	-97.062414	-53.815308
4833.686052	-169.949930	-94.209232	-96.989173	-53.647281
4833.716931	-169.934556	-94.203665	-96.939517	-53.502843
4833.747810	-169.881453	-94.220107	-96.866283	-53.375705
4833.778690	-169.869224	-94.200392	-96.829208	-53.300449
4833.809571	-169.864856	-94.125660	-96.840866	-53.198474
4833.840453	-169.890353	-94.021066	-96.905967	-53.088644
4833.871335	-169.912706	-93.885039	-96.949059	-53.005542
4833.902219	-169.939773	-93.755307	-96.951281	-52.946022
4833.933103	-169.977840	-93.627153	-96.967649	-52.858212
4833.963988	-170.003332	-93.506865	-97.034312	-52.797126
4833.994873	-170.016248	-93.359863	-97.099400	-52.759619
4834.025760	-170.013448	-93.214441	-97.161341	-52.714256
4834.056647	-170.079798	-93.062739	-97.224850	-52.692469
4834.087535	-170.108427	-92.936191	-97.277355	-52.656539
4834.118424	-170.129196	-92.853652	-97.284282	-52.623754
4834.149313	-170.118534	-92.772689	-97.211062	-52.647544
4834.180204	-170.103159	-92.715302	-97.142561	-52.643047
4834.211095	-170.112926	-92.668917	-97.080348	-52.657407
4834.241987	-170.105408	-92.594250	-96.950569	-52.742479
4834.272880	-170.085319	-92.543157	-96.748516	-52.838545
4834.303774	-170.073088	-92.542348	-96.533902	-52.895324
4834.334668	-170.084426	-92.528969	-96.320870	-52.947386
4834.365563	-170.029772	-92.509305	-96.131418	-52.927170
4834.396459	-169.964122	-92.484929	-95.940404	-52.922666
4834.427356	-169.898476	-92.452699	-95.754113	-52.932303
4834.458254	-169.823406	-92.451892	-95.630675	-52.861813
4834.489152	-169.749911	-92.466795	-95.515099	-52.807037
4834.520051	-169.629290	-92.511547	-95.394816	-52.684711
4834.550951	-169.519671	-92.590858	-95.365656	-52.491696
4834.581852	-169.433621	-92.659168	-95.364773	-52.271986
4834.612753	-169.331867	-92.685060	-95.378029	-52.077421
4834.643656	-169.223835	-92.704668	-95.400709	-51.879725
4834.674559	-169.155078	-92.757261	-95.431242	-51.752725
4834.705463	-169.120881	-92.778437	-95.477481	-51.628874
4834.736368	-169.061555	-92.809035	-95.540995	-51.545867
4834.767273	-169.036787	-92.805077	-95.547961	-51.494279
4834.798179	-169.023014	-92.779129	-95.572204	-51.474107
4834.829086	-169.031230	-92.693500	-95.613723	-51.485347
4834.859994	-169.022170	-92.620440	-95.603410	-51.521716
4834.890903	-169.044520	-92.515972	-95.607232	-51.583212
4834.921813	-169.070010	-92.439779	-95.595349	-51.614865
4834.952723	-169.103351	-92.401280	-95.569333	-51.660651
4834.983634	-169.117845	-92.325094	-95.494635	-51.646758
4835.014546	-169.124486	-92.300733	-95.404238	-51.590466
4835.045459	-169.176666	-92.255959	-95.307563	-51.485497
4835.076372	-169.224133	-92.219039	-95.265854	-51.452767
4835.107286	-169.252754	-92.196253	-95.194312	-51.374501
4835.138201	-169.265671	-92.222145	-95.125914	-51.324502
4835.169117	-169.292719	-92.213491	-95.110905	-51.233682
4835.200034	-169.283653	-92.247231	-95.088046	-51.182120
4835.230951	-169.287147	-92.280969	-95.095019	-51.147831
4835.261870	-169.303202	-92.284875	-95.105133	-51.096274
4835.292789	-169.322395	-92.310760	-95.167056	-51.060419
4835.323709	-169.333738	-92.308385	-95.205426	-51.027705
4835.354629	-169.310541	-92.302870	-95.242224	-51.032672
4835.385551	-169.268507	-92.300494	-95.269601	-50.952865
4835.416473	-169.224905	-92.277711	-95.334653	-50.907598
4835.447396	-169.223690	-92.206265	-95.387142	-50.832507
4835.478320	-169.219335	-92.139532	-95.375269	-50.837478
4835.509244	-169.213410	-92.033559	-95.355548	-50.778090
4835.540170	-169.198068	-91.911895	-95.298155	-50.757947
4835.571096	-169.162321	-91.809072	-95.237625	-50.748792
4835.602023	-169.129714	-91.698407	-95.162973	-50.771030
4835.632951	-169.111236	-91.609721	-95.119715	-50.810532
4835.663879	-169.113161	-91.571265	-95.093724	-50.793529
4835.694809	-169.143337	-91.548505	-95.081860	-50.778097
4835.725739	-169.184498	-91.553996	-95.030760	-50.742262
4835.756670	-169.191129	-91.606568	-95.029884	-50.733109
4835.787602	-169.186775	-91.668554	-95.085504	-50.708263
4835.818534	-169.177712	-91.746230	-95.153676	-50.721082
4835.849468	-169.170219	-91.820763	-95.245384	-50.666421
4835.880402	-169.150173	-91.876462	-95.352779	-50.594501
4835.911337	-169.142681	-91.941572	-95.453892	-50.483355
4835.942273	-169.127343	-91.990988	-95.550292	-50.411444
4835.973209	-169.104160	-91.971360	-95.591767	-50.416423
4836.004147	-169.073133	-91.943887	-95.581461	-50.485733
4836.035085	-169.064074	-91.878759	-95.577432	-50.556609
4836.066024	-169.097378	-91.816773	-95.513781	-50.625913
4836.096963	-169.163628	-91.770478	-95.403065	-50.635592
4836.127904	-169.253409	-91.760271	-95.295492	-50.609186
4836.158845	-169.330633	-91.773598	-95.176942	-50.672207
